keywords,language,meta-description,name,companyhomepageurl,location,street,city,region,postalCode,country,size,revenue,industries,similarTo,score,summary,ceo,phoneNumbers,linkedInUri,facebookUri,crunchbaseUri,twitterUri,wikipediaUri,angellistUri,githubUri,sicClassificationCode,sicClassificationName,naicsClassificationCode,naicsClassificationName,foundingDate,totalInvestment,investmentsSeries,investmentsAmount,investmentsDate,investors,isPublic,ipoDate,stockExchange,stockSymbol,isNonProfit,numVisits,lastActivityDate
Contact,en,,Phantom Neuro Inc,phantomneuro.com,"Austin, Texas",8600 Big View Dr,Austin,Texas,78730,United States of America,5,64000 USD,"Manufacturing Companies,Medical Technology Companies,Medical Organizations,Health Care Companies,Software Companies,Artificial Intelligence Companies",,,Manufacturing company founded in 2020,,,linkedin.com/company/phantomneuro,,crunchbase.com/organization/phantom-neuro,,,,,"3900,7371,8049,8049,7372,7370,8040,7300,8000","Miscellaneous Manufacturing Industries,Computer Programming Services,Offices And Clinics Of Health Practitioners, Not Elsewhere Classified,Offices And Clinics Of Health Practitioners, Not Elsewhere Classified,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Offices And Clinics Of Other Health Practitioners,Business Services,Health Services","325400,325000,320000,541511,620000,623000,511210,541510,511200,541500,511000,541000,540000,510000,330000","Pharmaceutical and Medicine Manufacturing;Chemical Manufacturing;Manufacturing;Custom Computer Programming Services;Health Care and Social Assistance, Health;Nursing and Residential Care Facilities;Software Publishers;Computer Systems Design and Related Services;Software Publishers;Computer Systems Design and Related Services;Publishing Industries (except Internet);Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Information;Manufacturing",2020-01-01,3260000 USD,Seed,3260000 USD,2022-03-25,"Blackrock Microsystems,Breakout Ventures,LionBird,Draper Associates,Capital Factory",FALSE,,,,FALSE,0,
Contact,,,PHION Technologies,phiontech.com,"Oakland, California",936b 7th Street,Oakland,California,94608,United States of America,5,45000 USD,"Software Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2017,Jonathan Nydell,386-747-5987,linkedin.com/company/phion-technologies,,crunchbase.com/organization/phion-technologies,,,,,"7371,7370,7300,7372,5734,5730,5700","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores","541511,541510,541500,541000,540000,511210,511200,511000,510000,334000,330000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Computer and Electronic Product Manufacturing;Manufacturing",2017-06-01,2539927 USD,"Seed,Seed,Seed","730707 USD,773000 USD,1036220 USD","2019-12-27,2020-12-31,2022-01-03",,FALSE,,,,FALSE,0,
Contact,en-US,"Phlux Technologies is developing a new class of programmable 3D sensor for 
robotics  industrial automation  and autonomous vehicles. With Phlux 
technology you can intelligently adjust the 3D sensing pattern in real-time 
to efficiently capture high-resolution data where it is needed. This 
software-defined 3D sensing reduces the amount of wasted data and 
processing compared to traditional LIDAR.",Phlux Technologies,phlux.io,"Pittsburgh, Pennsylvania",,Pittsburgh,Pennsylvania,15232,United States of America,5,130000 USD,"Motor Vehicle Manufacturers,Software Companies,Artificial Intelligence Companies,Robotics Companies",,,Motor vehicle manufacturer founded in 2020,,412-228-0675,linkedin.com/company/phlux,,crunchbase.com/organization/phlux-technologies,,,,,"7371,7371,7370,7300,3711,3710,3700,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Motor Vehicles And Passenger Car Bodies,Motor Vehicles And Motor Vehicle Equipment,Transportation Equipment,Prepackaged Software","541511,541511,541510,541500,541000,540000,336100,336000,330000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Motor Vehicle Manufacturing;Transportation Equipment Manufacturing;Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,75000 USD,"Seed,Seed",75000 USD,"2021-05-26,2022-02-24","Innovation Works,Internet Investment Fund (IIF),Innovation Works",FALSE,,,,FALSE,0,
"Contact, Demo",en-US,Free Web tutorials,PIXM INC.,pixm.net,"New York City, New York",85 Broad St,New York City,New York,11217,United States of America,5,70000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies,Enterprise Software Companies,Security Software Companies",,,Organization founded in 2015,Chris Cleveland,347-605-1991,linkedin.com/company/pixm-inc,facebook.com/pixm.anti.phishing,crunchbase.com/organization/pixm,twitter.com/PixmSecurity,,,,"7371,7371,7370,7300,7371,7372,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer Programming Services,Prepackaged Software,Prepackaged Software","541511,541511,541510,541500,541000,540000,541511,511210,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Custom Computer Programming Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2015-01-01,5885000 USD,"Seed,Seed,Non Equity Assistance,Grant,Seed","750000 USD,815000 USD,20000 USD,4300000 USD","2017-09-01,2019-04-26,2020-01-06,2020-10-21,2022-02-01","Chaac Ventures,River Valley Investors,MassChallenge,MassChallenge,First In,Chaac Ventures,GULA TECH ADVENTURES INC,Jon Oringer,Alumni Ventures Group,Crumpton Ventures,Precursor Ventures",FALSE,,,,FALSE,0,
"Contact, Demo",,,Plutoview,plutoview.com,"Boston, Massachusetts",,Boston,Massachusetts,2110,United States of America,5,93000 USD,"Software Companies,Software As A Service Companies,Video Messaging Companies",,,Organization founded in 2020,,+1-201-674-1205,linkedin.com/company/plutoviewhq,facebook.com/Pluview,crunchbase.com/organization/plutoview,twitter.com/pluto_view,,,,"7372,7372,7370,7300,7372","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","511210,511210,511200,511000,510000,511210",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers,2020-04-27,665000 USD,"Convertible Note,Angel,Seed","65000 USD,320000 USD,280000 USD","2021-02-17,2021-08-05,2022-03-15","Startup Wise Guys,Plug and Play Tech Center",FALSE,,,,FALSE,0,
"Contact, Demo",en,null,PolyScale,polyscale.ai,"Redwood City, California",501 Seaport Ct # 204,Redwood City,California,94063,United States of America,5,80000 USD,"Software Companies,Enterprise Software Companies,Database Companies",,,Organization founded in 2020,,650-523-4918,linkedin.com/company/polyscale,,crunchbase.com/organization/polyscale,twitter.com/PolyScaleAI,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2020-01-01,3449993 USD,"Seed,Seed","1249993 USD,2200000 USD","2021-04-27,2022-03-14",,FALSE,,,,FALSE,0,
"Contact, Demo",en-US,Scale challenges slowing down your work? Operate on data at all scales  while continuing to use the Pandas API you know and love with Ponder.,Ponder,ponder.io,"San Mateo, California",1510 Fashion Island Blvd #300,San Mateo,California,94404,United States of America,5,120000 USD,"Software Companies,Enterprise Software Companies,Database Companies",,,Organization founded in 2021,Doris Lee,415-783-9970,linkedin.com/company/ponderdata,,crunchbase.com/organization/ponder-fce7,twitter.com/ponderdata,,,github.com/ponder-org,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2021-01-01,7000000 USD,Seed,7000000 USD,2022-03-09,"The House Fund,Intel Capital,8VC,Lightspeed Venture Partners",FALSE,,,,FALSE,0,
Contact,en,Posh automates electric vehicles battery recycling.,Posh,poshrobotics.com,"San Mateo, California",,San Mateo,California,94401,United States of America,5,93000 USD,"Software Companies,Artificial Intelligence Companies,Robotics Companies",,,Organization founded in 2021,,,linkedin.com/company/posh-robotics,,crunchbase.com/organization/posh-2ec7,twitter.com/PoshRobotics,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2021-09-14,500000 USD,Seed,500000 USD,2022-01-01,Y Combinator,FALSE,,,,FALSE,0,
"Contact, Demo",en-US,,PRISMA,prismaimaging.com,"Newark, California",,Newark,California,94560,United States of America,2,43000 USD,"Software Companies,Artificial Intelligence Companies,Bioinformatics Organizations",,,Organization founded in 2016,Michael Silver,844-477-4762,linkedin.com/company/prismaimaging,facebook.com/prismaimaging,crunchbase.com/organization/prisma-imaging,,,,,"7371,7370,7300,7371,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer Programming Services,Prepackaged Software","541511,541510,541500,541000,540000,541511,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Custom Computer Programming Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2016-01-01,500000 USD,Seed,500000 USD,2022-01-04,,FALSE,,,,FALSE,0,
"Contact, Demo",,,Pronto Housing,prontohousing.com,"New York City, New York",101 Greenwich St,New York City,New York,10004,United States of America,5,90000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2020,,,linkedin.com/company/pronto-housing,,crunchbase.com/organization/pronto-housing,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2020-01-01,4500000 USD,"Seed,Seed","2500000 USD,2000000 USD","2021-11-02,2022-03-03","Housing Trust Group,Wilshire Lane Partners,Essence Development,Sara Shank,Nine Four Ventures,Lemor Development Group,Fifth Wall,PSP CAPITAL PARTNERS LLC,ALATE PARTNERS",FALSE,,,,FALSE,0,
,,,PropBidder,propbidder.com,"Denver, Colorado",,Denver,Colorado,80264,United States of America,5,79000 USD,"Professional Service Companies,Real Estate Companies,Software Companies,Software As A Service Companies",,,Organization founded in 2020,,,linkedin.com/company/propbidder,facebook.com/propbidderinc,crunchbase.com/organization/propbidder,,,,,"6531,6530,6500,7300,7372,7372,7370","Real Estate Agents And Managers,Real Estate Agents And Managers,Real Estate,Business Services,Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related","531210,531200,531000,530000,541000,511210,511210,511200,511000,510000,540000","Offices of Real Estate Agents and Brokers;Offices of Real Estate Agents and Brokers;Real Estate;Real Estate and Rental and Leasing;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Professional, Scientific, and Technical Services",2020-09-01,1500000 USD,"Seed,Seed","500000 USD,1000000 USD","2021-06-01,2022-02-22","Jon Oringer,Yong Kim,Pareto Holdings,Various Angel Investors (Undisclosed),John Hennessy,Edward Lando,Futureland Ventures,Ray Wirta,Jon Oringer,John Hennessy,Lightspeed Venture Partners,Sequoia Capital",FALSE,,,,FALSE,0,
